year,round,from_country_id,to_country_id,from_country,to_country,total_points,tele_points,jury_points
2004,final,de,mt,de,mt,0,,
2004,final,de,hr,de,hr,1,,
2004,final,de,mk,de,mk,0,,
2004,final,de,fr,de,fr,0,,
2004,final,de,gb,de,gb,0,,
2004,final,de,pl,de,pl,4,,
2004,final,de,ro,de,ro,0,,
2004,final,de,is,de,is,0,,
2004,final,de,nl,de,nl,0,,
2004,final,de,at,de,at,0,,
2004,final,de,be,de,be,0,,
2004,final,de,ie,de,ie,0,,
2004,final,de,no,de,no,0,,
2004,final,gr,ua,gr,ua,7,,
2004,final,gr,cs,gr,cs,8,,
2004,final,gr,gr,gr,gr,0,,
2004,final,gr,tr,gr,tr,6,,
2004,final,gr,cy,gr,cy,12,,
2004,final,gr,se,gr,se,0,,
2004,final,gr,al,gr,al,10,,
2004,final,gr,de,gr,de,0,,
2004,final,gr,ba,gr,ba,0,,
2004,final,gr,es,gr,es,3,,
2004,final,gr,ru,gr,ru,2,,
2004,final,gr,mt,gr,mt,1,,
2004,final,gr,hr,gr,hr,0,,
2004,final,gr,mk,gr,mk,0,,
2004,final,gr,fr,gr,fr,0,,
2004,final,gr,gb,gr,gb,0,,
2004,final,gr,pl,gr,pl,4,,
2004,final,gr,ro,gr,ro,0,,
2004,final,gr,is,gr,is,0,,
2004,final,gr,nl,gr,nl,0,,
2004,final,gr,at,gr,at,5,,
2004,final,gr,be,gr,be,0,,
2004,final,gr,ie,gr,ie,0,,
2004,final,gr,no,gr,no,0,,
2004,final,is,ua,is,ua,12,,
2004,final,is,cs,is,cs,7,,
2004,final,is,gr,is,gr,6,,
2004,final,is,tr,is,tr,5,,
2004,final,is,cy,is,cy,10,,
2004,final,is,se,is,se,8,,
2004,final,is,al,is,al,4,,
2004,final,is,de,is,de,0,,
2004,final,is,ba,is,ba,0,,
2004,final,is,es,is,es,1,,
2004,final,is,ru,is,ru,0,,
2004,final,is,mt,is,mt,0,,
2004,final,is,hr,is,hr,0,,
2004,final,is,mk,is,mk,0,,
2004,final,is,fr,is,fr,0,,
2004,final,is,gb,is,gb,2,,
2004,final,is,pl,is,pl,3,,
2004,final,is,ro,is,ro,0,,
2004,final,is,is,is,is,0,,
2004,final,is,nl,is,nl,0,,
2004,final,is,at,is,at,0,,
2004,final,is,be,is,be,0,,
2004,final,is,ie,is,ie,0,,
2004,final,is,no,is,no,0,,
2004,final,ie,ua,ie,ua,7,,
2004,final,ie,cs,ie,cs,3,,
2004,final,ie,gr,ie,gr,5,,
2004,final,ie,tr,ie,tr,1,,
2004,final,ie,cy,ie,cy,10,,
2004,final,ie,se,ie,se,12,,
2004,final,ie,al,ie,al,2,,
2004,final,ie,de,ie,de,4,,
2004,final,ie,ba,ie,ba,0,,
2004,final,ie,es,ie,es,0,,
2004,final,ie,ru,ie,ru,0,,
2004,final,ie,mt,ie,mt,6,,
2004,final,ie,hr,ie,hr,0,,
2004,final,ie,mk,ie,mk,0,,
2004,final,ie,fr,ie,fr,0,,
2004,final,ie,gb,ie,gb,8,,
2004,final,ie,pl,ie,pl,0,,
2004,final,ie,ro,ie,ro,0,,
2004,final,ie,is,ie,is,0,,
2004,final,ie,nl,ie,nl,0,,
2004,final,ie,at,ie,at,0,,
2004,final,ie,be,ie,be,0,,
2004,final,ie,ie,ie,ie,0,,
2004,final,ie,no,ie,no,0,,
2004,final,il,ua,il,ua,12,,
2004,final,il,cs,il,cs,7,,
2004,final,il,gr,il,gr,10,,
2004,final,il,tr,il,tr,2,,
2004,final,il,cy,il,cy,3,,
2004,final,il,se,il,se,5,,
2004,final,il,al,il,al,0,,
2004,final,il,de,il,de,0,,
2004,final,il,ba,il,ba,0,,
2004,final,il,es,il,es,8,,
2004,final,il,ru,il,ru,6,,
2004,final,il,mt,il,mt,4,,
2004,final,il,hr,il,hr,0,,
2004,final,il,mk,il,mk,0,,
2004,final,il,fr,il,fr,0,,
2004,final,il,gb,il,gb,0,,
2004,final,il,pl,il,pl,0,,
2004,final,il,ro,il,ro,1,,
2004,final,il,is,il,is,0,,
2004,final,il,nl,il,nl,0,,
2004,final,il,at,il,at,0,,
2004,final,il,be,il,be,0,,
2004,final,il,ie,il,ie,0,,
2004,final,il,no,il,no,0,,
2004,final,lv,ua,lv,ua,12,,
2004,final,lv,cs,lv,cs,5,,
2004,final,lv,gr,lv,gr,7,,
2004,final,lv,tr,lv,tr,2,,
2004,final,lv,cy,lv,cy,4,,
2004,final,lv,se,lv,se,8,,
2004,final,lv,al,lv,al,1,,
2004,final,lv,de,lv,de,0,,
2004,final,lv,ba,lv,ba,0,,
2004,final,lv,es,lv,es,0,,
2004,final,lv,ru,lv,ru,10,,
2004,final,lv,mt,lv,mt,6,,
2004,final,lv,hr,lv,hr,0,,
2004,final,lv,mk,lv,mk,0,,
2004,final,lv,fr,lv,fr,0,,
2004,final,lv,gb,lv,gb,3,,
2004,final,lv,pl,lv,pl,0,,
2004,final,lv,ro,lv,ro,0,,
2004,final,lv,is,lv,is,0,,
2004,final,lv,nl,lv,nl,0,,
2004,final,lv,at,lv,at,0,,
2004,final,lv,be,lv,be,0,,
2004,final,lv,ie,lv,ie,0,,
2004,final,lv,no,lv,no,0,,
2004,final,lt,ua,lt,ua,12,,
2004,final,lt,cs,lt,cs,2,,
2004,final,lt,gr,lt,gr,10,,
2004,final,lt,tr,lt,tr,3,,
2004,final,lt,cy,lt,cy,5,,
2004,final,lt,se,lt,se,6,,
2004,final,lt,al,lt,al,0,,
2004,final,lt,de,lt,de,1,,
2004,final,lt,ba,lt,ba,0,,
2004,final,lt,es,lt,es,0,,
2004,final,lt,ru,lt,ru,8,,
2004,final,lt,mt,lt,mt,4,,
2004,final,lt,hr,lt,hr,0,,
2004,final,lt,mk,lt,mk,0,,
2004,final,lt,fr,lt,fr,0,,
2004,final,lt,gb,lt,gb,0,,
2004,final,lt,pl,lt,pl,7,,
2004,final,lt,ro,lt,ro,0,,
2004,final,lt,is,lt,is,0,,
2004,final,lt,nl,lt,nl,0,,
2004,final,lt,at,lt,at,0,,
2004,final,lt,be,lt,be,0,,
2004,final,lt,ie,lt,ie,0,,
2004,final,lt,no,lt,no,0,,
2004,final,mt,ua,mt,ua,8,,
2004,final,mt,cs,mt,cs,6,,
2004,final,mt,gr,mt,gr,12,,
2004,final,mt,tr,mt,tr,0,,
2004,final,mt,cy,mt,cy,7,,
2004,final,mt,se,mt,se,5,,
2004,final,mt,al,mt,al,10,,
2004,final,mt,de,mt,de,0,,
2004,final,mt,ba,mt,ba,0,,
2004,final,mt,es,mt,es,3,,
2004,final,mt,ru,mt,ru,0,,
2004,final,mt,mt,mt,mt,0,,
2004,final,mt,hr,mt,hr,0,,
2004,final,mt,mk,mt,mk,1,,
2004,final,mt,fr,mt,fr,0,,
2004,final,mt,gb,mt,gb,4,,
2004,final,mt,pl,mt,pl,0,,
2004,final,mt,ro,mt,ro,0,,
2004,final,mt,is,mt,is,0,,
2004,final,mt,nl,mt,nl,2,,
2004,final,mt,at,mt,at,0,,
2004,final,mt,be,mt,be,0,,
2004,final,mt,ie,mt,ie,0,,
2004,final,mt,no,mt,no,0,,
2004,final,mc,ua,mc,ua,6,,
2004,final,mc,cs,mc,cs,1,,
2004,final,mc,gr,mc,gr,10,,
2004,final,mc,tr,mc,tr,8,,
2004,final,mc,cy,mc,cy,2,,
2004,final,mc,se,mc,se,0,,
2004,final,mc,al,mc,al,0,,
2004,final,mc,de,mc,de,7,,
2004,final,mc,ba,mc,ba,4,,
2004,final,mc,es,mc,es,3,,
2004,final,mc,ru,mc,ru,0,,
2004,final,mc,mt,mc,mt,0,,
2004,final,mc,hr,mc,hr,0,,
2004,final,mc,mk,mc,mk,0,,
2004,final,mc,fr,mc,fr,12,,
2004,final,mc,gb,mc,gb,0,,
2004,final,mc,pl,mc,pl,0,,
2004,final,mc,ro,mc,ro,0,,
2004,final,mc,is,mc,is,5,,
2004,final,mc,nl,mc,nl,0,,
2004,final,mc,at,mc,at,0,,
2004,final,mc,be,mc,be,0,,
2004,final,mc,ie,mc,ie,0,,
2004,final,mc,no,mc,no,0,,
2004,final,nl,ua,nl,ua,7,,
2004,final,nl,cs,nl,cs,10,,
2004,final,nl,gr,nl,gr,6,,
2004,final,nl,tr,nl,tr,12,,
2004,final,nl,cy,nl,cy,8,,
2004,final,nl,se,nl,se,0,,
2004,final,nl,al,nl,al,1,,
2004,final,nl,de,nl,de,3,,
2004,final,nl,ba,nl,ba,2,,
2004,final,nl,es,nl,es,4,,
2004,final,nl,ru,nl,ru,0,,
2004,final,nl,mt,nl,mt,0,,
2004,final,nl,hr,nl,hr,0,,
2004,final,nl,mk,nl,mk,0,,
2004,final,nl,fr,nl,fr,0,,
2004,final,nl,gb,nl,gb,0,,
2004,final,nl,pl,nl,pl,0,,
2004,final,nl,ro,nl,ro,0,,
2004,final,nl,is,nl,is,0,,
2004,final,nl,nl,nl,nl,0,,
2004,final,nl,at,nl,at,0,,
2004,final,nl,be,nl,be,5,,
2004,final,nl,ie,nl,ie,0,,
2004,final,nl,no,nl,no,0,,
2004,final,mk,ua,mk,ua,8,,
2004,final,mk,cs,mk,cs,10,,
2004,final,mk,gr,mk,gr,7,,
2004,final,mk,tr,mk,tr,6,,
2004,final,mk,cy,mk,cy,0,,
2004,final,mk,se,mk,se,2,,
2004,final,mk,al,mk,al,12,,
2004,final,mk,de,mk,de,0,,
2004,final,mk,ba,mk,ba,4,,
2004,final,mk,es,mk,es,1,,
2004,final,mk,ru,mk,ru,0,,
2004,final,mk,mt,mk,mt,3,,
2004,final,mk,hr,mk,hr,5,,
2004,final,mk,mk,mk,mk,0,,
2004,final,mk,fr,mk,fr,0,,
2004,final,mk,gb,mk,gb,0,,
2004,final,mk,pl,mk,pl,0,,
2004,final,mk,ro,mk,ro,0,,
2004,final,mk,is,mk,is,0,,
2004,final,mk,nl,mk,nl,0,,
2004,final,mk,at,mk,at,0,,
2004,final,mk,be,mk,be,0,,
2004,final,mk,ie,mk,ie,0,,
2004,final,mk,no,mk,no,0,,
2004,final,no,ua,no,ua,7,,
2004,final,no,cs,no,cs,6,,
2004,final,no,gr,no,gr,2,,
2004,final,no,tr,no,tr,8,,
2004,final,no,cy,no,cy,4,,
2004,final,no,se,no,se,12,,
2004,final,no,al,no,al,3,,
2004,final,no,de,no,de,1,,
2004,final,no,ba,no,ba,10,,
2004,final,no,es,no,es,0,,
2004,final,no,ru,no,ru,0,,
2004,final,no,mt,no,mt,0,,
2004,final,no,hr,no,hr,0,,
2004,final,no,mk,no,mk,0,,
2004,final,no,fr,no,fr,0,,
2004,final,no,gb,no,gb,0,,
2004,final,no,pl,no,pl,0,,
2004,final,no,ro,no,ro,0,,
2004,final,no,is,no,is,5,,
2004,final,no,nl,no,nl,0,,
2004,final,no,at,no,at,0,,
2004,final,no,be,no,be,0,,
2004,final,no,ie,no,ie,0,,
2004,final,no,no,no,no,0,,
2004,final,pl,ua,pl,ua,12,,
2004,final,pl,cs,pl,cs,5,,
2004,final,pl,gr,pl,gr,7,,
2004,final,pl,tr,pl,tr,8,,
2004,final,pl,cy,pl,cy,4,,
2004,final,pl,se,pl,se,10,,
2004,final,pl,al,pl,al,0,,
2004,final,pl,de,pl,de,6,,
2004,final,pl,ba,pl,ba,0,,
2004,final,pl,es,pl,es,1,,
2004,final,pl,ru,pl,ru,0,,
2004,final,pl,mt,pl,mt,3,,
2004,final,pl,hr,pl,hr,0,,
2004,final,pl,mk,pl,mk,0,,
2004,final,pl,fr,pl,fr,0,,
2004,final,pl,gb,pl,gb,2,,
2004,final,pl,pl,pl,pl,0,,
2004,final,pl,ro,pl,ro,0,,
2004,final,pl,is,pl,is,0,,
2004,final,pl,nl,pl,nl,0,,
2004,final,pl,at,pl,at,0,,
2004,final,pl,be,pl,be,0,,
2004,final,pl,ie,pl,ie,0,,
2004,final,pl,no,pl,no,0,,
2004,final,pt,ua,pt,ua,10,,
2004,final,pt,cs,pt,cs,7,,
2004,final,pt,gr,pt,gr,6,,
2004,final,pt,tr,pt,tr,0,,
2004,final,pt,cy,pt,cy,3,,
2004,final,pt,se,pt,se,5,,
2004,final,pt,al,pt,al,0,,
2004,final,pt,de,pt,de,8,,
2004,final,pt,ba,pt,ba,0,,
2004,final,pt,es,pt,es,12,,
2004,final,pt,ru,pt,ru,0,,
2004,final,pt,mt,pt,mt,1,,
2004,final,pt,hr,pt,hr,0,,
2004,final,pt,mk,pt,mk,0,,
2004,final,pt,fr,pt,fr,2,,
2004,final,pt,gb,pt,gb,0,,
2004,final,pt,pl,pt,pl,0,,
2004,final,pt,ro,pt,ro,4,,
2004,final,pt,is,pt,is,0,,
2004,final,pt,nl,pt,nl,0,,
2004,final,pt,at,pt,at,0,,
2004,final,pt,be,pt,be,0,,
2004,final,pt,ie,pt,ie,0,,
2004,final,pt,no,pt,no,0,,
2004,final,ro,ua,ro,ua,6,,
2004,final,ro,cs,ro,cs,8,,
2004,final,ro,gr,ro,gr,12,,
2004,final,ro,tr,ro,tr,10,,
2004,final,ro,cy,ro,cy,3,,
2004,final,ro,se,ro,se,7,,
2004,final,ro,al,ro,al,1,,
2004,final,ro,de,ro,de,4,,
2004,final,ro,ba,ro,ba,0,,
2004,final,ro,es,ro,es,5,,
2004,final,ro,ru,ro,ru,0,,
2004,final,ro,mt,ro,mt,0,,
2004,final,ro,hr,ro,hr,0,,
2004,final,ro,mk,ro,mk,0,,
2004,final,ro,fr,ro,fr,0,,
2004,final,ro,gb,ro,gb,2,,
2004,final,ro,pl,ro,pl,0,,
2004,final,ro,ro,ro,ro,0,,
2004,final,ro,is,ro,is,0,,
2004,final,ro,nl,ro,nl,0,,
2004,final,ro,at,ro,at,0,,
2004,final,ro,be,ro,be,0,,
2004,final,ro,ie,ro,ie,0,,
2004,final,ro,no,ro,no,0,,
2004,final,ru,ua,ru,ua,12,,
2004,final,ru,cs,ru,cs,10,,
2004,final,ru,gr,ru,gr,7,,
2004,final,ru,tr,ru,tr,8,,
2004,final,ru,cy,ru,cy,6,,
2004,final,ru,se,ru,se,3,,
2004,final,ru,al,ru,al,0,,
2004,final,ru,de,ru,de,0,,
2004,final,ru,ba,ru,ba,0,,
2004,final,ru,es,ru,es,0,,
2004,final,ru,ru,ru,ru,0,,
2004,final,ru,mt,ru,mt,0,,
2004,final,ru,hr,ru,hr,5,,
2004,final,ru,mk,ru,mk,0,,
2004,final,ru,fr,ru,fr,4,,
2004,final,ru,gb,ru,gb,1,,
2004,final,ru,pl,ru,pl,0,,
2004,final,ru,ro,ru,ro,0,,
2004,final,ru,is,ru,is,2,,
2004,final,ru,nl,ru,nl,0,,
2004,final,ru,at,ru,at,0,,
2004,final,ru,be,ru,be,0,,
2004,final,ru,ie,ru,ie,0,,
2004,final,ru,no,ru,no,0,,
2004,final,cs,ua,cs,ua,10,,
2004,final,cs,cs,cs,cs,0,,
2004,final,cs,gr,cs,gr,7,,
2004,final,cs,tr,cs,tr,2,,
2004,final,cs,cy,cs,cy,3,,
2004,final,cs,se,cs,se,4,,
2004,final,cs,al,cs,al,8,,
2004,final,cs,de,cs,de,0,,
2004,final,cs,ba,cs,ba,6,,
2004,final,cs,es,cs,es,0,,
2004,final,cs,ru,cs,ru,1,,
2004,final,cs,mt,cs,mt,0,,
2004,final,cs,hr,cs,hr,5,,
2004,final,cs,mk,cs,mk,12,,
2004,final,cs,fr,cs,fr,0,,
2004,final,cs,gb,cs,gb,0,,
2004,final,cs,pl,cs,pl,0,,
2004,final,cs,ro,cs,ro,0,,
2004,final,cs,is,cs,is,0,,
2004,final,cs,nl,cs,nl,0,,
2004,final,cs,at,cs,at,0,,
2004,final,cs,be,cs,be,0,,
2004,final,cs,ie,cs,ie,0,,
2004,final,cs,no,cs,no,0,,
2004,final,si,ua,si,ua,8,,
2004,final,si,cs,si,cs,12,,
2004,final,si,gr,si,gr,6,,
2004,final,si,tr,si,tr,0,,
2004,final,si,cy,si,cy,1,,
2004,final,si,se,si,se,2,,
2004,final,si,al,si,al,4,,
2004,final,si,de,si,de,3,,
